nome;ano;sexo;n
Estância Velha (RS);2022;Homens;2333
Estância Velha (RS);2022;Mulheres;2497
Esteio (RS);2022;Total;7355
Esteio (RS);2022;Homens;3588
Esteio (RS);2022;Mulheres;3767
Estrela (RS);2022;Total;3081
Estrela (RS);2022;Homens;1455
Estrela (RS);2022;Mulheres;1627
Estrela Velha (RS);2022;Total;172
Estrela Velha (RS);2022;Homens;92
Estrela Velha (RS);2022;Mulheres;80
Eugênio de Castro (RS);2022;Total;198
Eugênio de Castro (RS);2022;Homens;92
Eugênio de Castro (RS);2022;Mulheres;105
Fagundes Varela (RS);2022;Total;275
Fagundes Varela (RS);2022;Homens;139
Fagundes Varela (RS);2022;Mulheres;135
Farroupilha (RS);2022;Total;5919
Farroupilha (RS);2022;Homens;3016
Farroupilha (RS);2022;Mulheres;2904
Faxinal do Soturno (RS);2022;Total;805
Faxinal do Soturno (RS);2022;Homens;375
Faxinal do Soturno (RS);2022;Mulheres;430
Faxinalzinho (RS);2022;Total;267
Faxinalzinho (RS);2022;Homens;135
Faxinalzinho (RS);2022;Mulheres;133
Fazenda Vilanova (RS);2022;Total;707
Fazenda Vilanova (RS);2022;Homens;370
Fazenda Vilanova (RS);2022;Mulheres;337
Feliz (RS);2022;Total;1464
Feliz (RS);2022;Homens;751
Feliz (RS);2022;Mulheres;713
Flores da Cunha (RS);2022;Total;2295
Flores da Cunha (RS);2022;Homens;1218
Flores da Cunha (RS);2022;Mulheres;1077
Floriano Peixoto (RS);2022;Total;84
Floriano Peixoto (RS);2022;Homens;32
Floriano Peixoto (RS);2022;Mulheres;51
Fontoura Xavier (RS);2022;Total;538
Fontoura Xavier (RS);2022;Homens;273
Fontoura Xavier (RS);2022;Mulheres;265
Formigueiro (RS);2022;Total;459
Formigueiro (RS);2022;Homens;212
Formigueiro (RS);2022;Mulheres;247
Forquetinha (RS);2022;Total;229
Forquetinha (RS);2022;Homens;114
Forquetinha (RS);2022;Mulheres;115
Fortaleza dos Valos (RS);2022;Total;442
Fortaleza dos Valos (RS);2022;Homens;207
Fortaleza dos Valos (RS);2022;Mulheres;236
Frederico Westphalen (RS);2022;Total;3370
Frederico Westphalen (RS);2022;Homens;1621
Frederico Westphalen (RS);2022;Mulheres;1749
Garibaldi (RS);2022;Total;2881
Garibaldi (RS);2022;Homens;1427
Garibaldi (RS);2022;Mulheres;1454
Garruchos (RS);2022;Total;231
Garruchos (RS);2022;Homens;127
Garruchos (RS);2022;Mulheres;105
Gaurama (RS);2022;Total;486
Gaurama (RS);2022;Homens;204
Gaurama (RS);2022;Mulheres;283
General Câmara (RS);2022;Total;351
General Câmara (RS);2022;Homens;173
General Câmara (RS);2022;Mulheres;178
Gentil (RS);2022;Total;231
Gentil (RS);2022;Homens;97
Gentil (RS);2022;Mulheres;134
Getúlio Vargas (RS);2022;Total;1242
Getúlio Vargas (RS);2022;Homens;611
Getúlio Vargas (RS);2022;Mulheres;630
Giruá (RS);2022;Total;1004
Giruá (RS);2022;Homens;485
Giruá (RS);2022;Mulheres;519
Glorinha (RS);2022;Total;876
Glorinha (RS);2022;Homens;389
Glorinha (RS);2022;Mulheres;486
Gramado (RS);2022;Total;5477
Gramado (RS);2022;Homens;2636
Gramado (RS);2022;Mulheres;2842
Gramado dos Loureiros (RS);2022;Total;78
Gramado dos Loureiros (RS);2022;Homens;46
Gramado dos Loureiros (RS);2022;Mulheres;32
Gramado Xavier (RS);2022;Total;175
Gramado Xavier (RS);2022;Homens;88
Gramado Xavier (RS);2022;Mulheres;87
Gravataí (RS);2022;Total;16358
Gravataí (RS);2022;Homens;7981
Gravataí (RS);2022;Mulheres;8377
Guabiju (RS);2022;Total;143
Guabiju (RS);2022;Homens;71
Guabiju (RS);2022;Mulheres;72
Guaíba (RS);2022;Total;4631
Guaíba (RS);2022;Homens;2363
Guaíba (RS);2022;Mulheres;2268
Guaporé (RS);2022;Total;1754
Guaporé (RS);2022;Homens;889
Guaporé (RS);2022;Mulheres;865
Guarani das Missões (RS);2022;Total;518
Guarani das Missões (RS);2022;Homens;208
Guarani das Missões (RS);2022;Mulheres;310
Harmonia (RS);2022;Total;771
Harmonia (RS);2022;Homens;356
Harmonia (RS);2022;Mulheres;415
Herveiras (RS);2022;Total;330
Herveiras (RS);2022;Homens;153
Herveiras (RS);2022;Mulheres;177
Horizontina (RS);2022;Total;1956
Horizontina (RS);2022;Homens;933
Horizontina (RS);2022;Mulheres;1022
Hulha Negra (RS);2022;Total;460
Hulha Negra (RS);2022;Homens;231
Hulha Negra (RS);2022;Mulheres;229
Humaitá (RS);2022;Total;455
Humaitá (RS);2022;Homens;201
Humaitá (RS);2022;Mulheres;254
Ibarama (RS);2022;Total;233
Ibarama (RS);2022;Homens;125
Ibarama (RS);2022;Mulheres;109
Ibiaçá (RS);2022;Total;214
Ibiaçá (RS);2022;Homens;94
Ibiaçá (RS);2022;Mulheres;119
Ibiraiaras (RS);2022;Total;380
Ibiraiaras (RS);2022;Homens;204
Ibiraiaras (RS);2022;Mulheres;176
Ibirapuitã (RS);2022;Total;397
Ibirapuitã (RS);2022;Homens;192
Ibirapuitã (RS);2022;Mulheres;205
Ibirubá (RS);2022;Total;2411
Ibirubá (RS);2022;Homens;1301
Ibirubá (RS);2022;Mulheres;1110
Igrejinha (RS);2022;Total;3238
Igrejinha (RS);2022;Homens;1676
Igrejinha (RS);2022;Mulheres;1562
Ijuí (RS);2022;Total;5899
Ijuí (RS);2022;Homens;2823
Ijuí (RS);2022;Mulheres;3076
Ilópolis (RS);2022;Total;366
Ilópolis (RS);2022;Homens;167
Ilópolis (RS);2022;Mulheres;199
Imbé (RS);2022;Total;7111
Imbé (RS);2022;Homens;3313
Imbé (RS);2022;Mulheres;3798
Imigrante (RS);2022;Total;334
Imigrante (RS);2022;Homens;163
Imigrante (RS);2022;Mulheres;171
Independência (RS);2022;Total;506
Independência (RS);2022;Homens;263
Independência (RS);2022;Mulheres;244
Inhacorá (RS);2022;Total;210
Inhacorá (RS);2022;Homens;133
Inhacorá (RS);2022;Mulheres;77
Ipê (RS);2022;Total;518
Ipê (RS);2022;Homens;272
Ipê (RS);2022;Mulheres;246
Ipiranga do Sul (RS);2022;Total;137
Ipiranga do Sul (RS);2022;Homens;67
Ipiranga do Sul (RS);2022;Mulheres;70
Iraí (RS);2022;Total;551
Iraí (RS);2022;Homens;249
Iraí (RS);2022;Mulheres;302
Itaara (RS);2022;Total;864
Itaara (RS);2022;Homens;423
Itaara (RS);2022;Mulheres;442
Itacurubi (RS);2022;Total;293
Itacurubi (RS);2022;Homens;147
Itacurubi (RS);2022;Mulheres;147
Itapuca (RS);2022;Total;96
Itapuca (RS);2022;Homens;31
Itapuca (RS);2022;Mulheres;65
Itaqui (RS);2022;Total;2313
Itaqui (RS);2022;Homens;1162
Itaqui (RS);2022;Mulheres;1152
Itati (RS);2022;Total;205
Itati (RS);2022;Homens;97
Itati (RS);2022;Mulheres;108
Itatiba do Sul (RS);2022;Total;331
Itatiba do Sul (RS);2022;Homens;206
Itatiba do Sul (RS);2022;Mulheres;125
Ivorá (RS);2022;Total;137
Ivorá (RS);2022;Homens;50
Ivorá (RS);2022;Mulheres;87
Ivoti (RS);2022;Total;2859
Ivoti (RS);2022;Homens;1433
Ivoti (RS);2022;Mulheres;1427
Jaboticaba (RS);2022;Total;345
Jaboticaba (RS);2022;Homens;167
Jaboticaba (RS);2022;Mulheres;178
Jacuizinho (RS);2022;Total;112
Jacuizinho (RS);2022;Homens;55
Jacuizinho (RS);2022;Mulheres;56
Jacutinga (RS);2022;Total;191
Jacutinga (RS);2022;Homens;81
Jacutinga (RS);2022;Mulheres;111
Jaguarão (RS);2022;Total;1640
Jaguarão (RS);2022;Homens;793
Jaguarão (RS);2022;Mulheres;847
Jaguari (RS);2022;Total;719
Jaguari (RS);2022;Homens;348
Jaguari (RS);2022;Mulheres;371
Jaquirana (RS);2022;Total;190
Jaquirana (RS);2022;Homens;105
Jaquirana (RS);2022;Mulheres;85
Jari (RS);2022;Total;272
Jari (RS);2022;Homens;134
Jari (RS);2022;Mulheres;138
Jóia (RS);2022;Total;366
Jóia (RS);2022;Homens;184
Jóia (RS);2022;Mulheres;183
Júlio de Castilhos (RS);2022;Total;981
Júlio de Castilhos (RS);2022;Homens;532
Júlio de Castilhos (RS);2022;Mulheres;449
Lagoa Bonita do Sul (RS);2022;Total;207
Lagoa Bonita do Sul (RS);2022;Homens;115
Lagoa Bonita do Sul (RS);2022;Mulheres;92
Lagoão (RS);2022;Total;345
Lagoão (RS);2022;Homens;166
Lagoão (RS);2022;Mulheres;179
Lagoa dos Três Cantos (RS);2022;Total;201
Lagoa dos Três Cantos (RS);2022;Homens;99
Lagoa dos Três Cantos (RS);2022;Mulheres;102
Lagoa Vermelha (RS);2022;Total;1778
Lagoa Vermelha (RS);2022;Homens;757
Lagoa Vermelha (RS);2022;Mulheres;1021
Lajeado (RS);2022;Total;11909
Lajeado (RS);2022;Homens;5722
Lajeado (RS);2022;Mulheres;6188
Lajeado do Bugre (RS);2022;Total;354
Lajeado do Bugre (RS);2022;Homens;183
Lajeado do Bugre (RS);2022;Mulheres;172
Lavras do Sul (RS);2022;Total;509
Lavras do Sul (RS);2022;Homens;253
Lavras do Sul (RS);2022;Mulheres;257
Liberato Salzano (RS);2022;Total;172
Liberato Salzano (RS);2022;Homens;75
Liberato Salzano (RS);2022;Mulheres;96
Lindolfo Collor (RS);2022;Total;747
Lindolfo Collor (RS);2022;Homens;359
Lindolfo Collor (RS);2022;Mulheres;387
Linha Nova (RS);2022;Total;280
Linha Nova (RS);2022;Homens;142
Linha Nova (RS);2022;Mulheres;138
Machadinho (RS);2022;Total;535
Machadinho (RS);2022;Homens;251
Machadinho (RS);2022;Mulheres;285
Maçambará (RS);2022;Total;571
Maçambará (RS);2022;Homens;248
Maçambará (RS);2022;Mulheres;323
Mampituba (RS);2022;Total;270
Mampituba (RS);2022;Homens;104
Mampituba (RS);2022;Mulheres;166
Manoel Viana (RS);2022;Total;766
Manoel Viana (RS);2022;Homens;374
Manoel Viana (RS);2022;Mulheres;392
Maquiné (RS);2022;Total;903
Maquiné (RS);2022;Homens;456
Maquiné (RS);2022;Mulheres;448
Maratá (RS);2022;Total;323
Maratá (RS);2022;Homens;168
Maratá (RS);2022;Mulheres;155
Marau (RS);2022;Total;4793
Marau (RS);2022;Homens;2404
Marau (RS);2022;Mulheres;2389
Marcelino Ramos (RS);2022;Total;294
Marcelino Ramos (RS);2022;Homens;160
Marcelino Ramos (RS);2022;Mulheres;134
Mariana Pimentel (RS);2022;Total;488
Mariana Pimentel (RS);2022;Homens;257
Mariana Pimentel (RS);2022;Mulheres;231
Mariano Moro (RS);2022;Total;121
Mariano Moro (RS);2022;Homens;50
Mariano Moro (RS);2022;Mulheres;71
Marques de Souza (RS);2022;Total;424
Marques de Souza (RS);2022;Homens;235
Marques de Souza (RS);2022;Mulheres;190
Mata (RS);2022;Total;301
Mata (RS);2022;Homens;148
Mata (RS);2022;Mulheres;153
Mato Castelhano (RS);2022;Total;462
Mato Castelhano (RS);2022;Homens;214
Mato Castelhano (RS);2022;Mulheres;249
Mato Leitão (RS);2022;Total;322
Mato Leitão (RS);2022;Homens;153
Mato Leitão (RS);2022;Mulheres;169
Mato Queimado (RS);2022;Total;177
Mato Queimado (RS);2022;Homens;75
Mato Queimado (RS);2022;Mulheres;103
Maximiliano de Almeida (RS);2022;Total;252
Maximiliano de Almeida (RS);2022;Homens;118
Maximiliano de Almeida (RS);2022;Mulheres;134
Minas do Leão (RS);2022;Total;416
Minas do Leão (RS);2022;Homens;207
Minas do Leão (RS);2022;Mulheres;209
Miraguaí (RS);2022;Total;379
Miraguaí (RS);2022;Homens;199
Miraguaí (RS);2022;Mulheres;180
Montauri (RS);2022;Total;122
Montauri (RS);2022;Homens;70
Montauri (RS);2022;Mulheres;52
Monte Alegre dos Campos (RS);2022;Total;257
Monte Alegre dos Campos (RS);2022;Homens;121
Monte Alegre dos Campos (RS);2022;Mulheres;137
Monte Belo do Sul (RS);2022;Total;215
Monte Belo do Sul (RS);2022;Homens;100
Monte Belo do Sul (RS);2022;Mulheres;115
Montenegro (RS);2022;Total;3408
Montenegro (RS);2022;Homens;1496
Montenegro (RS);2022;Mulheres;1912
Mormaço (RS);2022;Total;153
Mormaço (RS);2022;Homens;86
Mormaço (RS);2022;Mulheres;67
Morrinhos do Sul (RS);2022;Total;84
Morrinhos do Sul (RS);2022;Homens;43
Morrinhos do Sul (RS);2022;Mulheres;41
Morro Redondo (RS);2022;Total;513
Morro Redondo (RS);2022;Homens;232
Morro Redondo (RS);2022;Mulheres;281
Morro Reuter (RS);2022;Total;422
Morro Reuter (RS);2022;Homens;199
Morro Reuter (RS);2022;Mulheres;223
Mostardas (RS);2022;Total;928
Mostardas (RS);2022;Homens;439
Mostardas (RS);2022;Mulheres;489
Muçum (RS);2022;Total;593
Muçum (RS);2022;Homens;316
Muçum (RS);2022;Mulheres;278
Muitos Capões (RS);2022;Total;351
Muitos Capões (RS);2022;Homens;148
Muitos Capões (RS);2022;Mulheres;203
Muliterno (RS);2022;Total;101
Muliterno (RS);2022;Homens;45
Muliterno (RS);2022;Mulheres;57
Não-Me-Toque (RS);2022;Total;1339
Não-Me-Toque (RS);2022;Homens;629
Não-Me-Toque (RS);2022;Mulheres;709
Nicolau Vergueiro (RS);2022;Total;290
Nicolau Vergueiro (RS);2022;Homens;145
Nicolau Vergueiro (RS);2022;Mulheres;145
Nonoai (RS);2022;Total;1199
Nonoai (RS);2022;Homens;655
Nonoai (RS);2022;Mulheres;544
Nova Alvorada (RS);2022;Total;373
Nova Alvorada (RS);2022;Homens;195
Nova Alvorada (RS);2022;Mulheres;179
Nova Araçá (RS);2022;Total;308
Nova Araçá (RS);2022;Homens;169
Nova Araçá (RS);2022;Mulheres;140
Nova Bassano (RS);2022;Total;621
Nova Bassano (RS);2022;Homens;305
Nova Bassano (RS);2022;Mulheres;316
Nova Boa Vista (RS);2022;Total;221
Nova Boa Vista (RS);2022;Homens;91
Nova Boa Vista (RS);2022;Mulheres;130
Nova Bréscia (RS);2022;Total;332
Nova Bréscia (RS);2022;Homens;160
Nova Bréscia (RS);2022;Mulheres;172
Nova Candelária (RS);2022;Total;353
Nova Candelária (RS);2022;Homens;153
Nova Candelária (RS);2022;Mulheres;200
Nova Esperança do Sul (RS);2022;Total;457
Nova Esperança do Sul (RS);2022;Homens;198
Nova Esperança do Sul (RS);2022;Mulheres;259
Nova Hartz (RS);2022;Total;2005
Nova Hartz (RS);2022;Homens;936
Nova Hartz (RS);2022;Mulheres;1069
Nova Pádua (RS);2022;Total;243
Nova Pádua (RS);2022;Homens;108
Nova Pádua (RS);2022;Mulheres;135
Nova Palma (RS);2022;Total;286
Nova Palma (RS);2022;Homens;123
Nova Palma (RS);2022;Mulheres;163
Nova Petrópolis (RS);2022;Total;2331
Nova Petrópolis (RS);2022;Homens;1114
Nova Petrópolis (RS);2022;Mulheres;1216
Nova Prata (RS);2022;Total;1940
Nova Prata (RS);2022;Homens;938
Nova Prata (RS);2022;Mulheres;1002
Nova Ramada (RS);2022;Total;166
Nova Ramada (RS);2022;Homens;79
Nova Ramada (RS);2022;Mulheres;87
Nova Roma do Sul (RS);2022;Total;347
Nova Roma do Sul (RS);2022;Homens;175
Nova Roma do Sul (RS);2022;Mulheres;173
Nova Santa Rita (RS);2022;Total;3848
Nova Santa Rita (RS);2022;Homens;1867
Nova Santa Rita (RS);2022;Mulheres;1981
Novo Cabrais (RS);2022;Total;215
Novo Cabrais (RS);2022;Homens;116
Novo Cabrais (RS);2022;Mulheres;99
Novo Hamburgo (RS);2022;Total;15164
Novo Hamburgo (RS);2022;Homens;7453
Novo Hamburgo (RS);2022;Mulheres;7711
Novo Machado (RS);2022;Total;206
Novo Machado (RS);2022;Homens;90
Novo Machado (RS);2022;Mulheres;115
Novo Tiradentes (RS);2022;Total;201
Novo Tiradentes (RS);2022;Homens;90
Novo Tiradentes (RS);2022;Mulheres;112
Novo Xingu (RS);2022;Total;151
Novo Xingu (RS);2022;Homens;62
Novo Xingu (RS);2022;Mulheres;89
Novo Barreiro (RS);2022;Total;491
Novo Barreiro (RS);2022;Homens;261
Novo Barreiro (RS);2022;Mulheres;231
Osório (RS);2022;Total;4553
Osório (RS);2022;Homens;2239
Osório (RS);2022;Mulheres;2315
Paim Filho (RS);2022;Total;224
Paim Filho (RS);2022;Homens;97
Paim Filho (RS);2022;Mulheres;127
Palmares do Sul (RS);2022;Total;1687
Palmares do Sul (RS);2022;Homens;850
Palmares do Sul (RS);2022;Mulheres;836
Palmeira das Missões (RS);2022;Total;2358
Palmeira das Missões (RS);2022;Homens;1184
Palmeira das Missões (RS);2022;Mulheres;1174
Palmitinho (RS);2022;Total;496
Palmitinho (RS);2022;Homens;244
Palmitinho (RS);2022;Mulheres;251
Panambi (RS);2022;Total;3561
Panambi (RS);2022;Homens;1712
Panambi (RS);2022;Mulheres;1849
Pantano Grande (RS);2022;Total;261
Pantano Grande (RS);2022;Homens;89
Pantano Grande (RS);2022;Mulheres;172
Paraí (RS);2022;Total;644
Paraí (RS);2022;Homens;304
Paraí (RS);2022;Mulheres;341
Paraíso do Sul (RS);2022;Total;253
Paraíso do Sul (RS);2022;Homens;136
Paraíso do Sul (RS);2022;Mulheres;117
Pareci Novo (RS);2022;Total;228
Pareci Novo (RS);2022;Homens;118
Pareci Novo (RS);2022;Mulheres;110
Parobé (RS);2022;Total;2805
Parobé (RS);2022;Homens;1369
Parobé (RS);2022;Mulheres;1436
Passa Sete (RS);2022;Total;190
Passa Sete (RS);2022;Homens;75
Passa Sete (RS);2022;Mulheres;115
Passo do Sobrado (RS);2022;Total;522
Passo do Sobrado (RS);2022;Homens;246
Passo do Sobrado (RS);2022;Mulheres;275
Passo Fundo (RS);2022;Total;13351
Passo Fundo (RS);2022;Homens;6178
Passo Fundo (RS);2022;Mulheres;7173
Paulo Bento (RS);2022;Total;231
Paulo Bento (RS);2022;Homens;117
Paulo Bento (RS);2022;Mulheres;114
Paverama (RS);2022;Total;494
Paverama (RS);2022;Homens;263
Paverama (RS);2022;Mulheres;231
Pedras Altas (RS);2022;Total;185
Pedras Altas (RS);2022;Homens;84
Pedras Altas (RS);2022;Mulheres;101
Pedro Osório (RS);2022;Total;638
Pedro Osório (RS);2022;Homens;313
Pedro Osório (RS);2022;Mulheres;325
Pejuçara (RS);2022;Total;186
Pejuçara (RS);2022;Homens;101
Pejuçara (RS);2022;Mulheres;84
Pelotas (RS);2022;Total;16594
Pelotas (RS);2022;Homens;7598
Pelotas (RS);2022;Mulheres;8997
Picada Café (RS);2022;Total;594
Picada Café (RS);2022;Homens;261
Picada Café (RS);2022;Mulheres;333
Pinhal (RS);2022;Total;361
Pinhal (RS);2022;Homens;186
Pinhal (RS);2022;Mulheres;176
Pinhal da Serra (RS);2022;Total;311
Pinhal da Serra (RS);2022;Homens;147
Pinhal da Serra (RS);2022;Mulheres;164
Pinhal Grande (RS);2022;Total;105
Pinhal Grande (RS);2022;Homens;48
Pinhal Grande (RS);2022;Mulheres;57
Pinheirinho do Vale (RS);2022;Total;570
Pinheirinho do Vale (RS);2022;Homens;271
Pinheirinho do Vale (RS);2022;Mulheres;299
Pinheiro Machado (RS);2022;Total;596
Pinheiro Machado (RS);2022;Homens;245
Pinheiro Machado (RS);2022;Mulheres;351
Pinto Bandeira (RS);2022;Total;437
Pinto Bandeira (RS);2022;Homens;196
Pinto Bandeira (RS);2022;Mulheres;242
Pirapó (RS);2022;Total;192
Pirapó (RS);2022;Homens;93
Pirapó (RS);2022;Mulheres;99
Piratini (RS);2022;Total;1214
Piratini (RS);2022;Homens;507
Piratini (RS);2022;Mulheres;708
Planalto (RS);2022;Total;701
Planalto (RS);2022;Homens;362
Planalto (RS);2022;Mulheres;339
Poço das Antas (RS);2022;Total;313
Poço das Antas (RS);2022;Homens;159
Poço das Antas (RS);2022;Mulheres;154
Pontão (RS);2022;Total;432
Pontão (RS);2022;Homens;213
Pontão (RS);2022;Mulheres;219
Ponte Preta (RS);2022;Total;99
Ponte Preta (RS);2022;Homens;45
Ponte Preta (RS);2022;Mulheres;55
Portão (RS);2022;Total;2448
Portão (RS);2022;Homens;1186
Portão (RS);2022;Mulheres;1261
Porto Alegre (RS);2022;Total;68036
Porto Alegre (RS);2022;Homens;32117
Porto Alegre (RS);2022;Mulheres;35919
Porto Lucena (RS);2022;Total;208
Porto Lucena (RS);2022;Homens;115
Porto Lucena (RS);2022;Mulheres;92
Porto Mauá (RS);2022;Total;262
Porto Mauá (RS);2022;Homens;128
Porto Mauá (RS);2022;Mulheres;134
Porto Vera Cruz (RS);2022;Total;239
Porto Vera Cruz (RS);2022;Homens;127
Porto Vera Cruz (RS);2022;Mulheres;112
Porto Xavier (RS);2022;Total;701
Porto Xavier (RS);2022;Homens;361
Porto Xavier (RS);2022;Mulheres;340
Pouso Novo (RS);2022;Total;221
Pouso Novo (RS);2022;Homens;109
Pouso Novo (RS);2022;Mulheres;112
Presidente Lucena (RS);2022;Total;57
Presidente Lucena (RS);2022;Homens;31
Presidente Lucena (RS);2022;Mulheres;26
Progresso (RS);2022;Total;358
Progresso (RS);2022;Homens;193
Progresso (RS);2022;Mulheres;165
Protásio Alves (RS);2022;Total;235
Protásio Alves (RS);2022;Homens;114
Protásio Alves (RS);2022;Mulheres;121
Putinga (RS);2022;Total;251
Putinga (RS);2022;Homens;121
Putinga (RS);2022;Mulheres;130
Quaraí (RS);2022;Total;1797
Quaraí (RS);2022;Homens;901
Quaraí (RS);2022;Mulheres;896
Quatro Irmãos (RS);2022;Total;181
Quatro Irmãos (RS);2022;Homens;88
Quatro Irmãos (RS);2022;Mulheres;94
Quevedos (RS);2022;Total;233
Quevedos (RS);2022;Homens;117
Quevedos (RS);2022;Mulheres;116
Quinze de Novembro (RS);2022;Total;363
Quinze de Novembro (RS);2022;Homens;152
Quinze de Novembro (RS);2022;Mulheres;211
Redentora (RS);2022;Total;441
Redentora (RS);2022;Homens;210
Redentora (RS);2022;Mulheres;231
Relvado (RS);2022;Total;163
Relvado (RS);2022;Homens;71
Relvado (RS);2022;Mulheres;92
Restinga Sêca (RS);2022;Total;1339
Restinga Sêca (RS);2022;Homens;701
Restinga Sêca (RS);2022;Mulheres;637
Rio dos Índios (RS);2022;Total;247
Rio dos Índios (RS);2022;Homens;122
Rio dos Índios (RS);2022;Mulheres;124
Rio Grande (RS);2022;Total;8326
Rio Grande (RS);2022;Homens;4110
Rio Grande (RS);2022;Mulheres;4216
Rio Pardo (RS);2022;Total;2021
Rio Pardo (RS);2022;Homens;989
Rio Pardo (RS);2022;Mulheres;1032
Riozinho (RS);2022;Total;331
Riozinho (RS);2022;Homens;138
Riozinho (RS);2022;Mulheres;193
Roca Sales (RS);2022;Total;1024
Roca Sales (RS);2022;Homens;481
Roca Sales (RS);2022;Mulheres;543
Rodeio Bonito (RS);2022;Total;782
Rodeio Bonito (RS);2022;Homens;354
Rodeio Bonito (RS);2022;Mulheres;428
Rolador (RS);2022;Total;198
Rolador (RS);2022;Homens;85
Rolador (RS);2022;Mulheres;113
Rolante (RS);2022;Total;1596
Rolante (RS);2022;Homens;670
Rolante (RS);2022;Mulheres;926
Ronda Alta (RS);2022;Total;716
Ronda Alta (RS);2022;Homens;316
Ronda Alta (RS);2022;Mulheres;400
Rondinha (RS);2022;Total;96
Rondinha (RS);2022;Homens;42
Rondinha (RS);2022;Mulheres;55
Roque Gonzales (RS);2022;Total;399
Roque Gonzales (RS);2022;Homens;161
Roque Gonzales (RS);2022;Mulheres;239
Rosário do Sul (RS);2022;Total;1984
Rosário do Sul (RS);2022;Homens;1054
Rosário do Sul (RS);2022;Mulheres;930
Sagrada Família (RS);2022;Total;179
Sagrada Família (RS);2022;Homens;83
Sagrada Família (RS);2022;Mulheres;96
Saldanha Marinho (RS);2022;Total;139
Saldanha Marinho (RS);2022;Homens;58
Saldanha Marinho (RS);2022;Mulheres;81
Salto do Jacuí (RS);2022;Total;678
Salto do Jacuí (RS);2022;Homens;298
Salto do Jacuí (RS);2022;Mulheres;379
Salvador das Missões (RS);2022;Total;330
Salvador das Missões (RS);2022;Homens;150
Salvador das Missões (RS);2022;Mulheres;180
Salvador do Sul (RS);2022;Total;865
Salvador do Sul (RS);2022;Homens;456
Salvador do Sul (RS);2022;Mulheres;409
Sananduva (RS);2022;Total;785
Sananduva (RS);2022;Homens;302
Sananduva (RS);2022;Mulheres;483
Santa Bárbara do Sul (RS);2022;Total;438
Santa Bárbara do Sul (RS);2022;Homens;197
Santa Bárbara do Sul (RS);2022;Mulheres;242
Santa Cecília do Sul (RS);2022;Total;121
Santa Cecília do Sul (RS);2022;Homens;50
Santa Cecília do Sul (RS);2022;Mulheres;71
Santa Clara do Sul (RS);2022;Total;693
Santa Clara do Sul (RS);2022;Homens;336
Santa Clara do Sul (RS);2022;Mulheres;357
Santa Cruz do Sul (RS);2022;Total;9818
Santa Cruz do Sul (RS);2022;Homens;4850
Santa Cruz do Sul (RS);2022;Mulheres;4968
Santa Maria (RS);2022;Total;21361
Santa Maria (RS);2022;Homens;10011
Santa Maria (RS);2022;Mulheres;11350
Santa Maria do Herval (RS);2022;Total;417
Santa Maria do Herval (RS);2022;Homens;186
Santa Maria do Herval (RS);2022;Mulheres;231
Santa Margarida do Sul (RS);2022;Total;408
Santa Margarida do Sul (RS);2022;Homens;206
Santa Margarida do Sul (RS);2022;Mulheres;201
Santana da Boa Vista (RS);2022;Total;535
Santana da Boa Vista (RS);2022;Homens;290
Santana da Boa Vista (RS);2022;Mulheres;245
Sant'Ana do Livramento (RS);2022;Total;5391
Sant'Ana do Livramento (RS);2022;Homens;2651
Sant'Ana do Livramento (RS);2022;Mulheres;2739
Santa Rosa (RS);2022;Total;6569
Santa Rosa (RS);2022;Homens;3028
Santa Rosa (RS);2022;Mulheres;3541
Santa Tereza (RS);2022;Total;74
Santa Tereza (RS);2022;Homens;43
Santa Tereza (RS);2022;Mulheres;31
Santa Vitória do Palmar (RS);2022;Total;1875
Santa Vitória do Palmar (RS);2022;Homens;933
Santa Vitória do Palmar (RS);2022;Mulheres;942
Santiago (RS);2022;Total;4273
Santiago (RS);2022;Homens;2002
Santiago (RS);2022;Mulheres;2270
Santo Ângelo (RS);2022;Total;4792
Santo Ângelo (RS);2022;Homens;2387
Santo Ângelo (RS);2022;Mulheres;2405
Santo Antônio do Palma (RS);2022;Total;186
Santo Antônio do Palma (RS);2022;Homens;83
Santo Antônio do Palma (RS);2022;Mulheres;103
Santo Antônio da Patrulha (RS);2022;Total;3127
Santo Antônio da Patrulha (RS);2022;Homens;1613
Santo Antônio da Patrulha (RS);2022;Mulheres;1514
Santo Antônio das Missões (RS);2022;Total;581
Santo Antônio das Missões (RS);2022;Homens;302
Santo Antônio das Missões (RS);2022;Mulheres;279
Santo Antônio do Planalto (RS);2022;Total;208
Santo Antônio do Planalto (RS);2022;Homens;101
Santo Antônio do Planalto (RS);2022;Mulheres;107
Santo Augusto (RS);2022;Total;1326
Santo Augusto (RS);2022;Homens;668
Santo Augusto (RS);2022;Mulheres;658
Santo Cristo (RS);2022;Total;1392
Santo Cristo (RS);2022;Homens;728
Santo Cristo (RS);2022;Mulheres;664
Santo Expedito do Sul (RS);2022;Total;166
Santo Expedito do Sul (RS);2022;Homens;72
Santo Expedito do Sul (RS);2022;Mulheres;95
São Borja (RS);2022;Total;3524
São Borja (RS);2022;Homens;1684
São Borja (RS);2022;Mulheres;1840
São Domingos do Sul (RS);2022;Total;237
São Domingos do Sul (RS);2022;Homens;96
São Domingos do Sul (RS);2022;Mulheres;140
São Francisco de Assis (RS);2022;Total;984
São Francisco de Assis (RS);2022;Homens;451
